UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device,Rating_Status
SF_232,40,M,France,Subscriber,337,Tablet,Rater
SF_2320,30,F,USA,Subscriber,319,Mobile,Rater
SF_2321,14,M,Canada,Free,226,Mobile,Rater
SF_2323,51,M,Italy,Free,496,Tablet,Rater
SF_2324,10,M,UK,Free,156,Mobile,Rater
SF_2325,26,F,India,Free,249,Tablet,Rater
SF_2326,58,M,USA,Subscriber,294,Desktop,Rater
SF_2327,27,M,India,Free,105,Mobile,Rater
SF_2328,35,M,France,Free,105,Tablet,Rater
SF_2329,59,F,Canada,Subscriber,306,Smart TV,Rater
SF_2330,58,M,France,Subscriber,364,Tablet,Rater
SF_2331,44,M,UK,Free,351,Desktop,Rater
SF_2332,42,M,UK,Free,72,Smart TV,Rater
SF_2333,55,M,UK,Free,49,Desktop,Rater
SF_2334,65,F,UK,Free,145,Mobile,Rater
SF_2335,27,M,Italy,Subscriber,226,Tablet,Rater
SF_2336,56,M,Italy,Subscriber,337,Desktop,Rater
SF_2338,49,M,Italy,Subscriber,279,Desktop,Rater
SF_2339,14,F,France,Subscriber,417,Desktop,Rater
SF_234,59,M,USA,Subscriber,350,Smart TV,Rater
SF_2341,11,M,Canada,Free,449,Tablet,Rater
SF_2342,36,M,France,Free,179,Smart TV,Rater
SF_2343,53,F,Canada,Free,326,Smart TV,Rater
SF_2344,30,M,Canada,Free,267,Tablet,Rater
SF_2345,52,M,USA,Free,120,Tablet,Rater
SF_2346,54,F,USA,Subscriber,397,Smart TV,Rater
SF_2348,37,M,USA,Subscriber,455,Tablet,Rater
SF_2349,60,M,USA,Free,83,Mobile,Rater
SF_235,17,M,USA,Free,136,Smart TV,Rater
SF_2350,16,M,UK,Free,335,Desktop,Rater
SF_2351,18,F,India,Subscriber,93,Tablet,Rater
SF_2352,12,M,USA,Subscriber,334,Tablet,Rater
SF_2353,52,F,UK,Free,395,Tablet,Rater
SF_2357,51,F,Italy,Subscriber,134,Desktop,Rater
SF_2358,35,F,Canada,Free,233,Smart TV,Rater
SF_2359,61,M,UK,Free,134,Desktop,Rater
SF_236,41,M,USA,Free,258,Mobile,Rater
SF_2360,54,M,Canada,Free,408,Desktop,Rater
SF_2361,19,M,Italy,Subscriber,222,Tablet,Rater
SF_2362,35,M,USA,Subscriber,11,Desktop,Rater
SF_2363,31,M,UK,Free,85,Mobile,Rater
SF_2364,28,F,France,Free,292,Desktop,Rater
SF_2365,42,M,India,Subscriber,72,Mobile,Rater
SF_2366,60,F,India,Subscriber,497,Mobile,Rater
SF_2367,48,F,India,Free,66,Tablet,Rater
SF_2368,28,F,Canada,Free,288,Smart TV,Rater
SF_2369,47,M,UK,Subscriber,358,Tablet,Rater
SF_237,64,M,Canada,Subscriber,471,Desktop,Rater
SF_2371,37,F,India,Free,364,Mobile,Rater
SF_2372,27,F,India,Subscriber,110,Mobile,Rater
SF_2373,65,M,Italy,Free,206,Tablet,Rater
SF_2375,48,F,Italy,Subscriber,133,Smart TV,Rater
SF_2376,35,M,India,Subscriber,417,Smart TV,Rater
SF_2377,12,M,India,Subscriber,270,Mobile,Rater
SF_2378,60,M,USA,Subscriber,383,Tablet,Rater
SF_2379,12,M,Italy,Free,32,Desktop,Rater
SF_238,24,F,Italy,Subscriber,161,Mobile,Rater
SF_2380,39,M,USA,Free,29,Mobile,Rater
SF_2381,64,F,UK,Subscriber,200,Desktop,Rater
SF_2382,64,M,Canada,Subscriber,233,Mobile,Rater
SF_2383,62,F,USA,Free,46,Desktop,Rater
SF_2384,31,M,Italy,Subscriber,392,Smart TV,Rater
SF_2388,29,M,France,Subscriber,204,Mobile,Rater
SF_239,58,M,Italy,Subscriber,77,Tablet,Rater
SF_2390,47,F,Italy,Free,493,Tablet,Rater
SF_2392,34,F,India,Subscriber,257,Tablet,Rater
SF_2393,42,M,USA,Free,318,Mobile,Rater
SF_2394,32,M,Italy,Subscriber,227,Desktop,Rater
SF_2396,55,F,USA,Free,102,Smart TV,Rater
SF_2397,64,F,UK,Subscriber,202,Smart TV,Rater
SF_2398,58,M,France,Free,497,Tablet,Rater
SF_2399,9,M,France,Free,474,Tablet,Rater
SF_24,43,F,France,Subscriber,151,Tablet,Rater
SF_240,24,M,USA,Free,301,Smart TV,Rater
SF_2401,11,M,Italy,Subscriber,271,Tablet,Rater
SF_2402,55,M,France,Free,288,Desktop,Rater
SF_2403,40,M,UK,Free,240,Desktop,Rater
SF_2405,31,M,Canada,Free,32,Smart TV,Rater
SF_2407,56,M,India,Free,470,Tablet,Rater
SF_2408,50,F,USA,Subscriber,190,Smart TV,Rater
SF_2409,35,F,Italy,Subscriber,101,Tablet,Rater
SF_241,54,M,UK,Subscriber,35,Mobile,Rater
SF_2410,26,M,Italy,Subscriber,84,Smart TV,Rater
SF_2411,27,F,France,Subscriber,246,Smart TV,Rater
SF_2412,45,M,Canada,Subscriber,424,Mobile,Rater
SF_2413,39,F,India,Free,390,Mobile,Rater
SF_2419,43,M,Italy,Free,498,Desktop,Rater
SF_2420,61,M,Italy,Free,397,Tablet,Rater
SF_2421,49,M,France,Free,443,Smart TV,Rater
SF_2422,10,F,Italy,Subscriber,134,Tablet,Rater
SF_2423,59,F,France,Free,393,Desktop,Rater
SF_2425,19,F,France,Free,117,Tablet,Rater
SF_2426,34,M,India,Subscriber,163,Desktop,Rater
SF_2427,29,F,India,Free,125,Tablet,Rater
SF_2428,46,M,Italy,Free,45,Smart TV,Rater
SF_2429,29,M,Canada,Free,458,Smart TV,Rater
SF_243,59,M,Canada,Free,255,Tablet,Rater
SF_2430,38,M,France,Free,265,Tablet,Rater
SF_2431,11,F,France,Free,349,Mobile,Rater
SF_2432,17,M,UK,Subscriber,101,Mobile,Rater
SF_2434,50,M,USA,Free,429,Tablet,Rater
SF_2435,35,M,Canada,Subscriber,443,Smart TV,Rater
SF_2437,11,M,UK,Free,323,Smart TV,Rater
SF_2438,30,M,Italy,Subscriber,247,Mobile,Rater
SF_2439,39,M,France,Free,219,Tablet,Rater
SF_244,48,M,USA,Subscriber,219,Mobile,Rater
SF_2440,44,M,France,Subscriber,69,Desktop,Rater
SF_2441,11,F,France,Free,475,Desktop,Rater
SF_2442,12,M,France,Free,260,Smart TV,Rater
SF_2443,51,F,UK,Free,12,Smart TV,Rater
SF_2444,45,F,USA,Subscriber,140,Desktop,Rater
SF_2446,32,M,Italy,Free,150,Desktop,Rater
SF_2447,50,M,Canada,Subscriber,482,Smart TV,Rater
SF_2448,20,M,France,Free,378,Tablet,Rater
SF_2449,37,M,India,Free,176,Desktop,Rater
SF_245,54,M,France,Free,293,Desktop,Rater
SF_2450,16,M,France,Free,286,Smart TV,Rater
SF_2451,45,M,Canada,Subscriber,156,Mobile,Rater
SF_2452,35,M,UK,Subscriber,129,Smart TV,Rater
SF_2453,59,M,USA,Subscriber,21,Desktop,Rater
SF_2454,30,M,UK,Free,82,Mobile,Rater
SF_2455,41,M,Italy,Free,217,Desktop,Rater
SF_2456,36,M,Canada,Subscriber,80,Tablet,Rater
SF_2458,18,M,Canada,Subscriber,63,Desktop,Rater
SF_2459,22,M,France,Subscriber,482,Desktop,Rater
SF_246,25,F,Canada,Free,454,Mobile,Rater
SF_2460,53,F,Canada,Free,268,Tablet,Rater
SF_2461,63,M,USA,Subscriber,349,Desktop,Rater
SF_2462,33,M,Italy,Free,10,Mobile,Rater
SF_2463,25,M,Canada,Free,118,Mobile,Rater
SF_2465,43,M,Canada,Subscriber,251,Desktop,Rater
SF_2466,58,M,France,Free,284,Tablet,Rater
SF_2468,17,M,India,Subscriber,223,Smart TV,Rater
SF_2469,27,M,USA,Free,308,Mobile,Rater
SF_247,34,M,France,Free,120,Smart TV,Rater
SF_2470,31,M,USA,Subscriber,322,Tablet,Rater
SF_2471,22,M,Italy,Free,185,Mobile,Rater
SF_2472,9,M,India,Free,265,Smart TV,Rater
SF_2473,54,M,France,Free,195,Smart TV,Rater
SF_2474,44,M,France,Free,406,Smart TV,Rater
SF_2475,47,F,Canada,Free,421,Mobile,Rater
SF_2476,15,M,India,Free,264,Smart TV,Rater
SF_2477,40,M,India,Subscriber,387,Mobile,Rater
SF_2478,20,M,UK,Subscriber,18,Desktop,Rater
SF_2479,41,F,India,Free,70,Tablet,Rater
SF_248,64,M,Canada,Free,68,Mobile,Rater
SF_2480,56,F,Italy,Subscriber,212,Mobile,Rater
SF_2482,42,F,Canada,Subscriber,62,Mobile,Rater
SF_2483,19,M,India,Subscriber,212,Smart TV,Rater
SF_2485,19,M,Canada,Free,428,Mobile,Rater
SF_2486,65,M,Canada,Free,498,Mobile,Rater
SF_2487,24,M,France,Free,390,Smart TV,Rater
SF_2488,20,F,France,Subscriber,67,Desktop,Rater
SF_2489,28,F,Italy,Subscriber,297,Desktop,Rater
SF_249,17,F,Italy,Free,366,Desktop,Rater
SF_2490,22,M,India,Free,14,Mobile,Rater
SF_2491,32,M,USA,Subscriber,300,Desktop,Rater
SF_2492,14,F,Canada,Free,247,Desktop,Rater
SF_2493,47,M,UK,Free,322,Mobile,Rater
SF_2494,24,M,Italy,Free,327,Tablet,Rater
SF_2495,15,F,UK,Subscriber,136,Desktop,Rater
SF_2496,49,M,Canada,Subscriber,154,Smart TV,Rater
SF_2497,56,F,India,Free,224,Tablet,Rater
SF_2498,42,M,India,Subscriber,249,Smart TV,Rater
SF_2499,12,M,Canada,Free,381,Tablet,Rater
SF_25,16,M,UK,Subscriber,384,Desktop,Rater
SF_2500,19,M,USA,Free,474,Mobile,Rater
SF_2501,44,M,India,Subscriber,26,Mobile,Rater
SF_2502,56,M,Canada,Subscriber,243,Desktop,Rater
SF_2503,27,M,UK,Subscriber,38,Tablet,Rater
SF_2504,42,M,Italy,Subscriber,320,Mobile,Rater
SF_2505,18,M,India,Free,281,Mobile,Rater
SF_2507,32,M,Canada,Subscriber,325,Tablet,Rater
SF_2508,29,F,UK,Subscriber,431,Mobile,Rater
SF_2509,30,M,Italy,Subscriber,118,Tablet,Rater
SF_251,62,M,France,Free,350,Tablet,Rater
SF_2511,30,M,France,Subscriber,107,Desktop,Rater
SF_2513,41,M,UK,Free,109,Desktop,Rater
SF_2514,19,M,Italy,Subscriber,303,Mobile,Rater
SF_2515,25,M,USA,Subscriber,198,Smart TV,Rater
SF_2516,12,F,Canada,Subscriber,427,Mobile,Rater
SF_2517,25,F,India,Free,37,Desktop,Rater
SF_2518,23,M,France,Subscriber,338,Tablet,Rater
SF_2519,51,F,France,Subscriber,369,Tablet,Rater
SF_252,39,M,India,Free,79,Tablet,Rater
SF_2521,10,M,UK,Subscriber,417,Mobile,Rater
SF_2522,56,M,Italy,Free,205,Tablet,Rater
SF_2523,39,M,Italy,Free,242,Desktop,Rater
SF_2524,64,F,France,Free,77,Mobile,Rater
SF_2525,57,F,India,Subscriber,432,Tablet,Rater
SF_2526,44,M,Italy,Free,236,Desktop,Rater
SF_2527,20,M,USA,Subscriber,374,Mobile,Rater
SF_2529,14,F,Italy,Subscriber,215,Tablet,Rater
SF_253,46,F,Canada,Subscriber,146,Mobile,Rater
SF_2530,22,M,Italy,Free,117,Mobile,Rater
SF_2531,21,F,France,Free,433,Smart TV,Rater
SF_2532,32,F,India,Subscriber,48,Mobile,Rater
SF_2533,17,F,UK,Subscriber,172,Mobile,Rater
SF_2535,30,F,Italy,Free,54,Mobile,Rater
SF_2536,39,M,France,Free,137,Mobile,Rater
SF_2537,26,M,France,Free,296,Mobile,Rater
SF_2538,20,M,Canada,Subscriber,401,Desktop,Rater
SF_2539,47,M,France,Subscriber,399,Mobile,Rater
SF_2540,10,F,India,Subscriber,422,Smart TV,Rater
SF_2541,52,F,India,Subscriber,85,Mobile,Rater
SF_2543,27,F,USA,Subscriber,477,Desktop,Rater
SF_2544,15,M,Italy,Free,388,Tablet,Rater
SF_2545,53,M,USA,Subscriber,140,Smart TV,Rater
SF_2546,33,F,Italy,Free,323,Mobile,Rater
SF_2547,61,F,India,Subscriber,378,Tablet,Rater
SF_2548,32,F,France,Free,352,Smart TV,Rater
SF_255,41,M,Canada,Free,373,Desktop,Rater
SF_2551,50,M,UK,Subscriber,67,Mobile,Rater
SF_2552,12,F,Italy,Free,88,Tablet,Rater
SF_2553,47,M,UK,Free,307,Smart TV,Rater
SF_2554,27,M,UK,Subscriber,74,Smart TV,Rater
SF_2555,15,M,UK,Free,340,Smart TV,Rater
SF_2556,12,M,Italy,Free,364,Smart TV,Rater
SF_2559,51,M,Canada,Subscriber,399,Mobile,Rater
SF_256,36,M,UK,Subscriber,372,Desktop,Rater
SF_2560,48,F,France,Subscriber,104,Smart TV,Rater
SF_2561,15,M,India,Subscriber,75,Tablet,Rater
SF_2562,63,M,USA,Free,67,Smart TV,Rater
SF_2563,39,M,UK,Free,175,Mobile,Rater
SF_2564,48,F,France,Subscriber,212,Tablet,Rater
SF_2565,59,M,Canada,Free,35,Desktop,Rater
SF_2566,48,M,UK,Subscriber,153,Mobile,Rater
SF_2567,47,M,Canada,Free,71,Mobile,Rater
SF_2569,47,M,UK,Free,359,Smart TV,Rater
SF_257,18,M,USA,Free,377,Smart TV,Rater
SF_2570,14,F,Canada,Subscriber,410,Desktop,Rater
SF_2572,20,M,USA,Free,413,Desktop,Rater
SF_2573,21,M,UK,Free,164,Mobile,Rater
SF_2574,21,M,Italy,Free,337,Desktop,Rater
SF_2575,17,M,USA,Subscriber,75,Mobile,Rater
SF_2576,17,M,India,Free,160,Tablet,Rater
SF_2578,42,M,India,Subscriber,138,Desktop,Rater
SF_2579,63,M,Canada,Free,383,Tablet,Rater
SF_258,40,M,UK,Free,343,Desktop,Rater
SF_2580,25,F,USA,Free,442,Desktop,Rater
SF_2581,29,M,UK,Free,467,Desktop,Rater
SF_2583,28,M,USA,Subscriber,412,Smart TV,Rater
SF_2584,19,F,India,Subscriber,155,Desktop,Rater
SF_2585,58,M,India,Subscriber,398,Desktop,Rater
SF_2588,30,F,Canada,Subscriber,98,Mobile,Rater
SF_2589,44,M,India,Subscriber,438,Smart TV,Rater
SF_2590,44,M,UK,Subscriber,267,Tablet,Rater
SF_2591,20,M,USA,Subscriber,211,Tablet,Rater
SF_2592,63,M,Italy,Free,400,Smart TV,Rater
SF_2593,61,M,Italy,Subscriber,442,Mobile,Rater
SF_2594,56,M,Italy,Subscriber,351,Smart TV,Rater
SF_2595,33,M,France,Free,326,Mobile,Rater
SF_2596,20,M,France,Subscriber,63,Tablet,Rater
SF_2597,49,F,India,Subscriber,276,Mobile,Rater
SF_2598,56,M,Canada,Subscriber,241,Desktop,Rater
SF_2599,33,M,India,Free,96,Smart TV,Rater
SF_26,30,M,Italy,Free,237,Tablet,Rater
SF_2600,14,M,USA,Free,251,Desktop,Rater
SF_2601,20,M,France,Free,339,Tablet,Rater
SF_2602,57,M,India,Free,438,Desktop,Rater
SF_2604,15,M,France,Free,172,Desktop,Rater
SF_2605,19,M,UK,Subscriber,58,Mobile,Rater
SF_2607,41,F,Canada,Free,281,Tablet,Rater
SF_2609,45,F,France,Free,195,Tablet,Rater
SF_261,36,M,India,Free,105,Tablet,Rater
SF_2610,63,M,USA,Subscriber,401,Mobile,Rater
SF_2611,39,M,India,Subscriber,236,Mobile,Rater
SF_2612,16,F,USA,Subscriber,371,Desktop,Rater
SF_2613,12,M,India,Subscriber,60,Smart TV,Rater
SF_2614,51,M,India,Free,184,Desktop,Rater
SF_2615,46,M,USA,Subscriber,141,Tablet,Rater
SF_2616,37,M,France,Subscriber,243,Desktop,Rater
SF_2617,30,F,India,Free,370,Smart TV,Rater
SF_2619,50,M,France,Subscriber,33,Tablet,Rater
SF_262,10,F,USA,Free,332,Tablet,Rater
SF_2621,45,M,UK,Free,357,Desktop,Rater
SF_2622,46,F,USA,Free,129,Desktop,Rater
SF_2625,27,M,Canada,Subscriber,129,Smart TV,Rater
SF_2627,46,M,Canada,Subscriber,303,Tablet,Rater
SF_2628,16,F,UK,Free,421,Mobile,Rater
SF_2629,13,M,France,Subscriber,33,Mobile,Rater
SF_263,27,F,USA,Subscriber,421,Desktop,Rater
SF_2631,50,F,France,Free,126,Tablet,Rater
SF_2632,37,M,USA,Free,245,Smart TV,Rater
SF_2634,43,M,Canada,Subscriber,11,Smart TV,Rater
SF_2635,64,M,India,Free,411,Desktop,Rater
SF_2637,59,F,Canada,Subscriber,79,Smart TV,Rater
SF_2638,64,M,Canada,Free,141,Tablet,Rater
SF_264,51,M,France,Free,277,Mobile,Rater
SF_2642,43,M,India,Free,375,Desktop,Rater
SF_2643,22,M,UK,Free,171,Tablet,Rater
SF_2644,48,M,Italy,Subscriber,136,Desktop,Rater
SF_2645,42,M,Canada,Subscriber,56,Tablet,Rater
SF_2646,39,M,France,Subscriber,257,Desktop,Rater
SF_2650,10,M,India,Free,179,Smart TV,Rater
SF_2652,47,M,France,Free,291,Tablet,Rater
SF_2653,61,M,Italy,Free,253,Mobile,Rater
SF_2654,25,F,USA,Free,464,Tablet,Rater
SF_2655,19,M,USA,Subscriber,231,Mobile,Rater
SF_2656,40,M,USA,Subscriber,37,Mobile,Rater
SF_2657,22,F,India,Free,96,Mobile,Rater
SF_2658,21,M,France,Free,143,Tablet,Rater
SF_2659,21,M,India,Free,108,Desktop,Rater
SF_266,62,M,Canada,Free,58,Smart TV,Rater
SF_2660,44,M,France,Free,488,Mobile,Rater
SF_2661,37,M,India,Free,223,Tablet,Rater
SF_2662,26,M,USA,Free,485,Mobile,Rater
SF_2664,37,M,UK,Subscriber,24,Tablet,Rater
SF_2665,39,M,France,Subscriber,34,Tablet,Rater
SF_2667,41,F,Italy,Subscriber,498,Mobile,Rater
SF_2668,48,F,Canada,Subscriber,417,Tablet,Rater
SF_2669,46,M,France,Subscriber,482,Tablet,Rater
SF_2670,21,M,USA,Subscriber,431,Desktop,Rater
SF_2671,60,F,Canada,Subscriber,86,Mobile,Rater
SF_2672,12,M,Canada,Free,284,Smart TV,Rater
SF_2673,30,M,France,Subscriber,472,Tablet,Rater
SF_2674,10,M,Canada,Free,67,Tablet,Rater
SF_2675,26,M,India,Subscriber,138,Smart TV,Rater
SF_2677,30,F,France,Subscriber,87,Smart TV,Rater
SF_2680,43,M,France,Free,141,Desktop,Rater
SF_2681,45,F,India,Free,110,Tablet,Rater
SF_2682,53,M,France,Free,52,Desktop,Rater
SF_2683,58,M,Canada,Subscriber,459,Mobile,Rater
SF_2684,11,F,Italy,Subscriber,321,Desktop,Rater
SF_2686,18,M,USA,Free,157,Tablet,Rater
SF_2687,32,M,India,Free,45,Mobile,Rater
SF_2688,11,M,France,Free,39,Smart TV,Rater
SF_2689,46,M,France,Subscriber,47,Desktop,Rater
SF_269,49,M,USA,Subscriber,80,Mobile,Rater
SF_2690,50,M,Canada,Free,386,Smart TV,Rater
SF_2691,36,M,UK,Free,480,Tablet,Rater
SF_2692,55,F,Canada,Subscriber,236,Smart TV,Rater
SF_2693,32,M,Italy,Free,18,Mobile,Rater
SF_2694,23,M,Canada,Free,224,Smart TV,Rater
SF_2696,20,M,India,Subscriber,372,Tablet,Rater
SF_2697,12,F,Canada,Subscriber,82,Smart TV,Rater
SF_2699,59,F,Italy,Free,205,Tablet,Rater
SF_27,51,M,France,Subscriber,438,Tablet,Rater
SF_2700,25,M,Canada,Subscriber,400,Smart TV,Rater
SF_2701,28,M,Canada,Subscriber,258,Desktop,Rater
SF_2702,21,M,Canada,Subscriber,420,Smart TV,Rater
SF_2703,51,M,India,Subscriber,219,Tablet,Rater
SF_2704,46,M,France,Subscriber,130,Desktop,Rater
SF_2705,10,M,France,Subscriber,468,Mobile,Rater
SF_2706,59,F,France,Subscriber,26,Mobile,Rater
SF_2707,53,M,France,Free,395,Mobile,Rater
SF_2709,21,F,Italy,Free,232,Smart TV,Rater
SF_2710,36,M,Italy,Free,281,Mobile,Rater
SF_2712,52,F,USA,Subscriber,173,Smart TV,Rater
SF_2713,22,M,Italy,Subscriber,110,Tablet,Rater
SF_2714,65,M,India,Free,365,Smart TV,Rater
SF_2715,44,F,India,Free,44,Smart TV,Rater
SF_2716,41,F,Italy,Free,488,Mobile,Rater
SF_2717,37,M,Italy,Subscriber,63,Tablet,Rater
SF_2718,31,F,France,Free,183,Tablet,Rater
SF_2719,60,M,USA,Free,38,Smart TV,Rater
SF_272,57,M,USA,Subscriber,408,Mobile,Rater
SF_2720,9,M,France,Free,142,Desktop,Rater
SF_2721,65,M,Canada,Free,132,Smart TV,Rater
SF_2722,38,M,UK,Subscriber,231,Smart TV,Rater
SF_2724,19,F,India,Free,64,Desktop,Rater
SF_2725,30,M,India,Free,61,Tablet,Rater
SF_2726,12,M,Canada,Subscriber,277,Tablet,Rater
SF_2727,45,M,India,Free,330,Smart TV,Rater
SF_2728,45,M,Canada,Subscriber,395,Mobile,Rater
SF_2729,16,M,Canada,Subscriber,321,Tablet,Rater
SF_273,17,M,USA,Subscriber,101,Smart TV,Rater
SF_2730,28,M,Canada,Free,499,Mobile,Rater
SF_2731,28,M,Italy,Free,70,Tablet,Rater
SF_2732,11,M,UK,Subscriber,360,Desktop,Rater
SF_2733,17,M,France,Free,40,Tablet,Rater
SF_2734,64,F,Canada,Free,210,Smart TV,Rater
SF_2737,19,M,USA,Free,191,Smart TV,Rater
SF_2739,42,F,India,Free,336,Smart TV,Rater
SF_274,22,M,UK,Subscriber,404,Tablet,Rater
SF_2741,50,M,India,Subscriber,395,Desktop,Rater
SF_2742,60,M,France,Free,251,Tablet,Rater
SF_2743,45,M,Italy,Subscriber,446,Desktop,Rater
SF_2745,43,F,Canada,Subscriber,15,Smart TV,Rater
SF_2746,11,M,USA,Subscriber,105,Desktop,Rater
SF_2748,26,M,USA,Free,490,Desktop,Rater
SF_2749,60,M,UK,Free,126,Mobile,Rater
SF_275,33,M,USA,Free,336,Smart TV,Rater
SF_2750,25,F,USA,Subscriber,431,Tablet,Rater
SF_2751,50,F,France,Free,249,Desktop,Rater
SF_2752,45,M,Italy,Free,53,Smart TV,Rater
SF_2753,23,F,France,Subscriber,115,Mobile,Rater
SF_2754,59,M,France,Subscriber,239,Smart TV,Rater
SF_2755,61,M,India,Free,169,Desktop,Rater
SF_2756,14,M,France,Subscriber,419,Desktop,Rater
SF_2757,31,M,Canada,Subscriber,98,Mobile,Rater
SF_2758,42,M,Italy,Free,99,Mobile,Rater
SF_2759,12,M,Canada,Subscriber,236,Tablet,Rater
SF_276,41,M,Italy,Free,76,Smart TV,Rater
SF_2760,27,M,France,Free,35,Mobile,Rater
SF_2761,65,M,USA,Free,91,Smart TV,Rater
SF_2762,53,M,USA,Free,476,Mobile,Rater
SF_2763,14,F,Canada,Free,372,Tablet,Rater
SF_2764,43,M,Canada,Subscriber,393,Tablet,Rater
SF_2767,28,M,UK,Subscriber,137,Smart TV,Rater
SF_2768,10,M,India,Subscriber,345,Desktop,Rater
SF_2769,23,M,India,Subscriber,350,Desktop,Rater
SF_277,19,F,Canada,Free,156,Smart TV,Rater
SF_2770,44,M,UK,Free,451,Mobile,Rater
SF_2771,55,M,Italy,Free,95,Desktop,Rater
SF_2773,64,M,India,Subscriber,162,Tablet,Rater
SF_2774,16,M,UK,Free,331,Desktop,Rater
SF_2775,62,F,France,Subscriber,427,Smart TV,Rater
SF_2776,34,M,UK,Free,195,Tablet,Rater
SF_2777,30,M,USA,Free,139,Mobile,Rater
SF_2779,64,M,UK,Free,144,Mobile,Rater
SF_278,63,M,France,Free,10,Tablet,Rater
SF_2780,60,M,USA,Subscriber,88,Desktop,Rater
SF_2781,31,M,France,Subscriber,342,Mobile,Rater
SF_2782,46,F,USA,Free,239,Mobile,Rater
SF_2783,31,M,Canada,Subscriber,167,Smart TV,Rater
SF_2786,53,M,USA,Subscriber,451,Mobile,Rater
SF_2787,51,M,France,Subscriber,120,Smart TV,Rater
SF_2788,36,M,India,Subscriber,20,Desktop,Rater
SF_2789,55,M,Canada,Subscriber,318,Smart TV,Rater
SF_279,64,M,India,Free,284,Desktop,Rater
SF_2791,46,M,India,Free,467,Desktop,Rater
SF_2793,38,M,UK,Free,328,Desktop,Rater
SF_2794,37,M,USA,Free,290,Desktop,Rater
SF_2795,39,M,India,Free,359,Smart TV,Rater
SF_2798,22,M,France,Free,288,Mobile,Rater
SF_2799,34,M,India,Subscriber,117,Desktop,Rater
SF_28,26,F,UK,Free,405,Desktop,Rater
SF_280,44,M,UK,Free,443,Tablet,Rater
SF_2800,60,F,UK,Free,393,Mobile,Rater
SF_2803,51,M,India,Subscriber,307,Tablet,Rater
SF_2804,50,F,USA,Free,113,Smart TV,Rater
SF_2805,13,M,UK,Free,76,Mobile,Rater
SF_2806,60,M,Canada,Subscriber,194,Tablet,Rater
SF_2807,30,F,USA,Subscriber,33,Desktop,Rater
SF_2808,30,M,UK,Subscriber,83,Smart TV,Rater
SF_281,55,F,USA,Subscriber,299,Tablet,Rater
SF_2810,31,F,USA,Free,362,Smart TV,Rater
SF_2811,43,M,Canada,Subscriber,421,Tablet,Rater
SF_2812,42,M,Italy,Subscriber,123,Tablet,Rater
SF_2813,52,M,Italy,Free,273,Mobile,Rater
SF_2814,19,M,USA,Free,442,Smart TV,Rater
SF_2815,59,M,USA,Free,271,Mobile,Rater
SF_2819,50,M,Italy,Subscriber,14,Tablet,Rater
SF_282,13,M,Canada,Subscriber,79,Smart TV,Rater
SF_2820,56,F,India,Free,14,Smart TV,Rater
SF_2821,59,M,France,Subscriber,326,Mobile,Rater
SF_2822,38,M,UK,Free,243,Desktop,Rater
SF_2825,60,F,India,Subscriber,443,Tablet,Rater
SF_2826,29,M,USA,Subscriber,195,Desktop,Rater
SF_2827,41,M,France,Subscriber,492,Mobile,Rater
SF_2828,31,M,Canada,Subscriber,152,Desktop,Rater
SF_2829,23,M,USA,Free,53,Tablet,Rater
SF_283,53,M,USA,Free,260,Smart TV,Rater
SF_2830,23,M,USA,Free,66,Mobile,Rater
SF_2831,37,M,India,Free,33,Tablet,Rater
SF_2834,32,M,Italy,Subscriber,220,Tablet,Rater
SF_2835,44,M,Italy,Subscriber,235,Smart TV,Rater
SF_2836,65,M,Italy,Subscriber,82,Smart TV,Rater
SF_2837,61,M,Canada,Subscriber,413,Mobile,Rater
SF_284,48,M,Canada,Subscriber,22,Smart TV,Rater
SF_2840,57,M,India,Free,319,Tablet,Rater
SF_2841,49,M,Italy,Free,438,Tablet,Rater
SF_2842,36,M,India,Subscriber,452,Smart TV,Rater
SF_2843,54,F,France,Free,223,Desktop,Rater
SF_2844,28,M,USA,Subscriber,76,Desktop,Rater
SF_2845,10,M,Italy,Subscriber,464,Desktop,Rater
SF_2847,58,M,USA,Subscriber,240,Desktop,Rater
SF_2848,46,M,UK,Subscriber,174,Desktop,Rater
SF_2849,45,M,Canada,Free,475,Desktop,Rater
SF_285,13,F,India,Subscriber,220,Mobile,Rater
SF_2850,58,M,USA,Free,345,Mobile,Rater
SF_2851,35,F,USA,Free,472,Mobile,Rater
SF_2854,46,F,Canada,Free,105,Mobile,Rater
SF_2855,11,M,UK,Subscriber,285,Smart TV,Rater
SF_2856,13,M,USA,Free,167,Mobile,Rater
SF_2857,49,M,Canada,Subscriber,211,Desktop,Rater
SF_2858,33,F,Canada,Subscriber,50,Mobile,Rater
SF_2859,43,M,Italy,Free,252,Smart TV,Rater
SF_2860,11,M,India,Free,468,Smart TV,Rater
SF_2861,26,M,UK,Subscriber,53,Smart TV,Rater
SF_2862,47,M,UK,Subscriber,226,Desktop,Rater
SF_2863,61,F,France,Subscriber,132,Desktop,Rater
SF_2864,57,F,USA,Free,258,Smart TV,Rater
SF_2865,25,F,UK,Subscriber,441,Desktop,Rater
SF_2866,58,M,USA,Free,31,Mobile,Rater
SF_2867,57,M,USA,Subscriber,211,Desktop,Rater
SF_2868,61,M,Canada,Subscriber,425,Smart TV,Rater
